S801-2, 0.118, 0.167, 0.267, 0.309, 0.334, 0.384, 0.435, 0.603, 0.692, 0.780
S904-4, 0.695, 0.754, 0.808, 0.874, 0.946, 1.029, 1.109, 1.205, 1.289, 1.361, 1.430, 1.507, 1.561, 1.613, 1.663, 1.721, 1.760, 1.832, 1.867, 1.924, 1.977, 2.035, 2.070, 2.104, 2.138, 2.181, 2.249, 2.316, 2.355, 2.395, 2.442, 2.491, 2.535, 2.588, 2.617, 2.680, 2.711, 2.733, 2.749, 2.786, 2.821, 2.850, 2.883, 2.905, 2.914, 2.946, 2.982, 3.022, 3.053, 3.103, 3.121, 3.145, 3.158, 3.195, 3.237, 3.267, 3.298, 3.351, 3.367, 3.391, 3.430, 3.483, 3.519, 3.573, 3.616, 3.651, 3.663, 3.712, 3.780, 3.828, 3.855, 3.890, 3.949, 3.992, 4.000, 4.050, 4.111, 4.157, 4.195, 4.239, 4.274, 4.310, 4.358, 4.401, 4.437
S904-5, 0.709, 0.767, 0.821, 0.885, 0.956, 1.039, 1.118, 1.213, 1.296, 1.367, 1.436, 1.511, 1.562, 1.613, 1.664, 1.721, 1.758, 1.829, 1.863, 1.928, 1.979, 2.037, 2.069, 2.099, 2.141, 2.185, 2.262, 2.322, 2.361, 2.403, 2.454, 2.501, 2.545, 2.603, 2.628, 2.705, 2.729, 2.755, 2.772, 2.813, 2.850, 2.866, 2.897, 2.909, 2.927, 2.961, 2.998, 3.029, 3.064, 3.113, 3.128, 3.158, 3.158, 3.196, 3.234, 3.262, 3.292, 3.348, 3.368, 3.394, 3.432, 3.488, 3.527, 3.578, 3.626, 3.658, 3.673, 3.721, 3.789, 3.837, 3.868, 3.903, 3.961, 4.002, 4.008, 4.061, 4.134, 4.193, 4.241, 4.293, 4.343, 4.390, 4.450, 4.504, 4.552
S904-6, 0.694, 0.754, 0.807, 0.874, 0.945, 1.028, 1.108, 1.203, 1.287, 1.358, 1.428, 1.505, 1.558, 1.611, 1.661, 1.719, 1.759, 1.831, 1.865, 1.925, 1.978, 2.037, 2.071, 2.104, 2.139, 2.184, 2.259, 2.329, 2.367, 2.408, 2.456, 2.504, 2.549, 2.607, 2.635, 2.703, 2.733, 2.755, 2.772, 2.812, 2.851, 2.880, 2.912, 2.927, 2.934, 2.968, 3.005, 3.046, 3.078, 3.133, 3.147, 3.173, 3.182, 3.222, 3.265, 3.294, 3.323, 3.372, 3.389, 3.413, 3.451, 3.506, 3.546, 3.601, 3.643, 3.678, 3.685, 3.735, 3.802, 3.851, 3.878, 3.910, 3.970, 4.013, 4.022, 4.073, 4.132, 4.178, 4.214, 4.252, 4.284, 4.319, 4.365, 4.407, 4.441
S904-7, 0.423, 0.460, 0.496, 0.536, 0.580, 0.630, 0.680, 0.736, 0.789, 0.834, 0.879, 0.926, 0.960, 0.993, 1.024, 1.060, 1.086, 1.128, 1.150, 1.189, 1.230, 1.264, 1.293, 1.313, 1.343, 1.368, 1.407, 1.436, 1.459, 1.483, 1.513, 1.554, 1.581, 1.620, 1.639, 1.676, 1.689, 1.695, 1.709, 1.725, 1.751, 1.761, 1.782, 1.797, 1.816, 1.836, 1.860, 1.880, 1.892, 1.918, 1.924, 1.939, 1.948, 1.974, 1.998, 2.016, 2.034, 2.065, 2.079, 2.096, 2.124, 2.157, 2.185, 2.219, 2.245, 2.263, 2.275, 2.302, 2.339, 2.367, 2.380, 2.402, 2.433, 2.460, 2.464, 2.492, 2.529, 2.554, 2.576, 2.598, 2.618, 2.643, 2.673, 2.699, 2.724
S905-2, 0.419, 0.455, 0.491, 0.531, 0.575, 0.626, 0.675, 0.731, 0.782, 0.827, 0.871, 0.917, 0.952, 0.985, 1.015, 1.052, 1.078, 1.120, 1.143, 1.181, 1.222, 1.256, 1.283, 1.304, 1.337, 1.364, 1.403, 1.432, 1.453, 1.478, 1.507, 1.546, 1.573, 1.611, 1.630, 1.667, 1.681, 1.687, 1.700, 1.719, 1.743, 1.750, 1.769, 1.783, 1.803, 1.826, 1.851, 1.872, 1.886, 1.911, 1.917, 1.932, 1.940, 1.969, 1.993, 2.011, 2.028, 2.060, 2.073, 2.093, 2.123, 2.158, 2.189, 2.218, 2.246, 2.264, 2.279, 2.307, 2.344, 2.373, 2.385, 2.408, 2.441, 2.469, 2.475, 2.505, 2.538, 2.559, 2.578, 2.596, 2.617, 2.640, 2.667, 2.690, 2.712
S905-3, 0.426, 0.463, 0.498, 0.539, 0.584, 0.634, 0.683, 0.740, 0.792, 0.837, 0.880, 0.927, 0.961, 0.994, 1.024, 1.059, 1.085, 1.125, 1.148, 1.188, 1.228, 1.261, 1.289, 1.309, 1.337, 1.362, 1.401, 1.430, 1.451, 1.476, 1.506, 1.546, 1.576, 1.615, 1.634, 1.670, 1.682, 1.688, 1.702, 1.720, 1.746, 1.757, 1.778, 1.794, 1.814, 1.837, 1.864, 1.885, 1.899, 1.924, 1.931, 1.947, 1.958, 1.986, 2.011, 2.029, 2.048, 2.079, 2.094, 2.112, 2.141, 2.175, 2.204, 2.235, 2.263, 2.281, 2.296, 2.324, 2.362, 2.391, 2.406, 2.430, 2.464, 2.492, 2.498, 2.529, 2.564, 2.587, 2.606, 2.627, 2.646, 2.669, 2.696, 2.719, 2.742
S905-4, 0.426, 0.462, 0.498, 0.539, 0.583, 0.633, 0.683, 0.740, 0.792, 0.838, 0.881, 0.929, 0.963, 0.996, 1.026, 1.061, 1.086, 1.127, 1.150, 1.192, 1.232, 1.264, 1.295, 1.314, 1.342, 1.367, 1.403, 1.434, 1.455, 1.480, 1.511, 1.555, 1.583, 1.619, 1.638, 1.673, 1.684, 1.691, 1.706, 1.720, 1.747, 1.759, 1.780, 1.797, 1.817, 1.839, 1.866, 1.885, 1.896, 1.923, 1.932, 1.948, 1.959, 1.985, 2.010, 2.028, 2.048, 2.077, 2.090, 2.108, 2.133, 2.165, 2.195, 2.222, 2.248, 2.266, 2.278, 2.305, 2.342, 2.370, 2.385, 2.408, 2.439, 2.464, 2.469, 2.503, 2.536, 2.561, 2.579, 2.596, 2.616, 2.638, 2.664, 2.686, 2.708
S905-5, 0.420, 0.457, 0.492, 0.533, 0.577, 0.627, 0.677, 0.733, 0.785, 0.830, 0.874, 0.920, 0.955, 0.989, 1.019, 1.056, 1.083, 1.129, 1.152, 1.191, 1.230, 1.264, 1.291, 1.313, 1.351, 1.379, 1.418, 1.447, 1.470, 1.494, 1.523, 1.564, 1.592, 1.629, 1.645, 1.685, 1.699, 1.710, 1.724, 1.747, 1.768, 1.770, 1.791, 1.806, 1.826, 1.848, 1.874, 1.897, 1.909, 1.934, 1.942, 1.956, 1.963, 1.989, 2.011, 2.029, 2.045, 2.078, 2.092, 2.110, 2.139, 2.173, 2.202, 2.232, 2.257, 2.275, 2.290, 2.316, 2.354, 2.381, 2.396, 2.417, 2.450, 2.477, 2.483, 2.512, 2.548, 2.572, 2.592, 2.615, 2.637, 2.661, 2.691, 2.716, 2.741
S905-6, 0.423, 0.460, 0.496, 0.536, 0.580, 0.630, 0.680, 0.736, 0.788, 0.833, 0.877, 0.923, 0.958, 0.991, 1.023, 1.062, 1.089, 1.134, 1.157, 1.195, 1.231, 1.267, 1.293, 1.315, 1.353, 1.379, 1.421, 1.451, 1.473, 1.498, 1.528, 1.563, 1.589, 1.629, 1.645, 1.686, 1.702, 1.717, 1.731, 1.753, 1.775, 1.778, 1.797, 1.810, 1.829, 1.854, 1.877, 1.900, 1.917, 1.944, 1.949, 1.966, 1.971, 1.995, 2.017, 2.035, 2.052, 2.086, 2.100, 2.119, 2.142, 2.180, 2.208, 2.240, 2.265, 2.284, 2.293, 2.324, 2.362, 2.391, 2.408, 2.428, 2.459, 2.484, 2.491, 2.520, 2.560, 2.593, 2.614, 2.639, 2.663, 2.690, 2.724, 2.755, 2.777
S905-7, 0.423, 0.460, 0.496, 0.536, 0.580, 0.630, 0.680, 0.736, 0.789, 0.834, 0.879, 0.926, 0.960, 0.993, 1.024, 1.060, 1.086, 1.128, 1.150, 1.189, 1.230, 1.264, 1.293, 1.313, 1.343, 1.368, 1.407, 1.436, 1.459, 1.483, 1.513, 1.554, 1.581, 1.620, 1.639, 1.676, 1.689, 1.695, 1.709, 1.725, 1.751, 1.761, 1.782, 1.797, 1.816, 1.836, 1.860, 1.880, 1.892, 1.918, 1.924, 1.939, 1.948, 1.974, 1.998, 2.016, 2.034, 2.065, 2.079, 2.096, 2.124, 2.157, 2.185, 2.219, 2.245, 2.263, 2.275, 2.302, 2.339, 2.367, 2.380, 2.402, 2.433, 2.460, 2.464, 2.492, 2.529, 2.554, 2.576, 2.598, 2.618, 2.643, 2.673, 2.699, 2.724
S906-2, 0.419, 0.455, 0.491, 0.531, 0.575, 0.626, 0.675, 0.731, 0.782, 0.827, 0.871, 0.917, 0.952, 0.985, 1.015, 1.052, 1.078, 1.120, 1.143, 1.181, 1.222, 1.256, 1.283, 1.304, 1.337, 1.364, 1.403, 1.432, 1.453, 1.478, 1.507, 1.546, 1.573, 1.611, 1.630, 1.667, 1.681, 1.687, 1.700, 1.719, 1.743, 1.750, 1.769, 1.783, 1.803, 1.826, 1.851, 1.872, 1.886, 1.911, 1.917, 1.932, 1.940, 1.969, 1.993, 2.011, 2.028, 2.060, 2.073, 2.093, 2.123, 2.158, 2.189, 2.218, 2.246, 2.264, 2.279, 2.307, 2.344, 2.373, 2.385, 2.408, 2.441, 2.469, 2.475, 2.505, 2.538, 2.559, 2.578, 2.596, 2.617, 2.640, 2.667, 2.690, 2.712
S906-3, 0.426, 0.463, 0.498, 0.539, 0.584, 0.634, 0.683, 0.740, 0.792, 0.837, 0.880, 0.927, 0.961, 0.994, 1.024, 1.059, 1.085, 1.125, 1.148, 1.188, 1.228, 1.261, 1.289, 1.309, 1.337, 1.362, 1.401, 1.430, 1.451, 1.476, 1.506, 1.546, 1.576, 1.615, 1.634, 1.670, 1.682, 1.688, 1.702, 1.720, 1.746, 1.757, 1.778, 1.794, 1.814, 1.837, 1.864, 1.885, 1.899, 1.924, 1.931, 1.947, 1.958, 1.986, 2.011, 2.029, 2.048, 2.079, 2.094, 2.112, 2.141, 2.175, 2.204, 2.235, 2.263, 2.281, 2.296, 2.324, 2.362, 2.391, 2.406, 2.430, 2.464, 2.492, 2.498, 2.529, 2.564, 2.587, 2.606, 2.627, 2.646, 2.669, 2.696, 2.719, 2.742
S906-4, 0.426, 0.462, 0.498, 0.539, 0.583, 0.633, 0.683, 0.740, 0.792, 0.838, 0.881, 0.929, 0.963, 0.996, 1.026, 1.061, 1.086, 1.127, 1.150, 1.192, 1.232, 1.264, 1.295, 1.314, 1.342, 1.367, 1.403, 1.434, 1.455, 1.480, 1.511, 1.555, 1.583, 1.619, 1.638, 1.673, 1.684, 1.691, 1.706, 1.720, 1.747, 1.759, 1.780, 1.797, 1.817, 1.839, 1.866, 1.885, 1.896, 1.923, 1.932, 1.948, 1.959, 1.985, 2.010, 2.028, 2.048, 2.077, 2.090, 2.108, 2.133, 2.165, 2.195, 2.222, 2.248, 2.266, 2.278, 2.305, 2.342, 2.370, 2.385, 2.408, 2.439, 2.464, 2.469, 2.503, 2.536, 2.561, 2.579, 2.596, 2.616, 2.638, 2.664, 2.686, 2.708
S906-5, 0.420, 0.457, 0.492, 0.533, 0.577, 0.627, 0.677, 0.733, 0.785, 0.830, 0.874, 0.920, 0.955, 0.989, 1.019, 1.056, 1.083, 1.129, 1.152, 1.191, 1.230, 1.264, 1.291, 1.313, 1.351, 1.379, 1.418, 1.447, 1.470, 1.494, 1.523, 1.564, 1.592, 1.629, 1.645, 1.685, 1.699, 1.710, 1.724, 1.747, 1.768, 1.770, 1.791, 1.806, 1.826, 1.848, 1.874, 1.897, 1.909, 1.934, 1.942, 1.956, 1.963, 1.989, 2.011, 2.029, 2.045, 2.078, 2.092, 2.110, 2.139, 2.173, 2.202, 2.232, 2.257, 2.275, 2.290, 2.316, 2.354, 2.381, 2.396, 2.417, 2.450, 2.477, 2.483, 2.512, 2.548, 2.572, 2.592, 2.615, 2.637, 2.661, 2.691, 2.716, 2.741
S906-6, 0.423, 0.460, 0.496, 0.536, 0.580, 0.630, 0.680, 0.736, 0.788, 0.833, 0.877, 0.923, 0.958, 0.991, 1.023, 1.062, 1.089, 1.134, 1.157, 1.195, 1.231, 1.267, 1.293, 1.315, 1.353, 1.379, 1.421, 1.451, 1.473, 1.498, 1.528, 1.563, 1.589, 1.629, 1.645, 1.686, 1.702, 1.717, 1.731, 1.753, 1.775, 1.778, 1.797, 1.810, 1.829, 1.854, 1.877, 1.900, 1.917, 1.944, 1.949, 1.966, 1.971, 1.995, 2.017, 2.035, 2.052, 2.086, 2.100, 2.119, 2.142, 2.180, 2.208, 2.240, 2.265, 2.284, 2.293, 2.324, 2.362, 2.391, 2.408, 2.428, 2.459, 2.484, 2.491, 2.520, 2.560, 2.593, 2.614, 2.639, 2.663, 2.690, 2.724, 2.755, 2.777
S906-7, 0.423, 0.460, 0.496, 0.536, 0.580, 0.630, 0.680, 0.736, 0.789, 0.834, 0.879, 0.926, 0.960, 0.993, 1.024, 1.060, 1.086, 1.128, 1.150, 1.189, 1.230, 1.264, 1.293, 1.313, 1.343, 1.368, 1.407, 1.436, 1.459, 1.483, 1.513, 1.554, 1.581, 1.620, 1.639, 1.676, 1.689, 1.695, 1.709, 1.725, 1.751, 1.761, 1.782, 1.797, 1.816, 1.836, 1.860, 1.880, 1.892, 1.918, 1.924, 1.939, 1.948, 1.974, 1.998, 2.016, 2.034, 2.065, 2.079, 2.096, 2.124, 2.157, 2.185, 2.219, 2.245, 2.263, 2.275, 2.302, 2.339, 2.367, 2.380, 2.402, 2.433, 2.460, 2.464, 2.492, 2.529, 2.554, 2.576, 2.598, 2.618, 2.643, 2.673, 2.699, 2.724
SAIF, 0.409, 0.269, 0.712, 0.750, 1.001, 1.041, 1.342, 1.079, 1.270, 1.221, 1.575, 1.270, 1.622, 1.588, 1.766, 1.544, 1.574, 1.587, 1.751, 1.825, 2.080, 1.787, 2.044, 2.222, 2.096, 2.173, 2.281, 2.370, 2.455, 2.681, 2.573, 2.720, 2.493, 3.372, 2.835, 2.842, 2.892, 3.154, 3.235, 2.889, 3.275, 3.139, 3.236, 3.374, 3.684, 4.538, 4.313, 3.767, 3.730, 3.968, 4.146, 3.893, 3.830, 3.889, 4.090, 3.776, 3.795, 4.138, 3.865, 4.092, 4.052, 4.423, 3.935, 4.173, 4.474, 4.152, 4.499, 4.435, 5.088, 4.727, 4.979, 5.037, 4.900, 4.943, 4.991, 6.205, 5.516, 5.217, 5.135, 5.245, 5.533, 6.222, 5.769, 6.036, 5.271
Receiver, 0.369, 0.229, 0.662, 0.680, 0.871, 0.881, 1.152, 0.839, 1.030, 0.961, 1.315, 0.960, 1.282, 1.248, 1.416, 1.154, 1.154, 1.217, 1.421, 1.385, 1.750, 1.607, 2.004, 2.142, 2.126, 2.273, 2.291, 2.190, 2.145, 2.291, 1.943, 1.860, 1.593, 2.492, 1.975, 2.092, 2.382, 2.824, 2.985, 2.639, 2.915, 2.619, 2.586, 2.714, 2.804, 3.628, 3.253, 3.027, 2.780, 3.028, 3.426, 3.763, 3.190, 3.119, 3.870, 3.746, 2.915, 3.148, 3.465, 3.452, 2.612, 3.143, 3.145, 3.323, 2.914, 3.052, 3.879, 3.705, 3.418, 3.457, 3.939, 3.757, 2.990, 3.443, 3.711, 4.745, 3.626, 3.627, 3.705, 3.665, 4.053, 4.602, 4.829, 4.356, 4.271
